field_1,field_2,field_3
546799.000000,4053878.000000,50561.000000
546800.000000,4053877.000000,50561.000000
546801.000000,4053875.000000,50562.000000
546801.000000,4053872.000000,50553.000000
546801.000000,4053870.000000,50542.000000
546801.000000,4053868.000000,50546.000000
546801.000000,4053866.000000,50552.000000
546801.000000,4053864.000000,50560.000000
546800.000000,4053861.000000,50565.000000
546800.000000,4053859.000000,50562.000000
546801.000000,4053857.000000,50560.000000
546801.000000,4053854.000000,50559.000000
546800.000000,4053852.000000,50546.000000
546799.000000,4053850.000000,50546.000000
546337.000000,4053852.000000,50563.000000
546337.000000,4053854.000000,50567.000000
546337.000000,4053857.000000,50562.000000
546337.000000,4053859.000000,50558.000000
546337.000000,4053862.000000,50559.000000
546337.000000,4053864.000000,50565.000000
546337.000000,4053867.000000,50563.000000
546338.000000,4053869.000000,50572.000000
546339.000000,4053871.000000,50572.000000
546340.000000,4053873.000000,50572.000000
546340.000000,4053876.000000,50576.000000
546341.000000,4053878.000000,50578.000000
546341.000000,4053880.000000,50575.000000
546341.000000,4053883.000000,50570.000000
546340.000000,4053885.000000,50566.000000
546340.000000,4053887.000000,50564.000000
546341.000000,4053890.000000,50560.000000
546341.000000,4053892.000000,50564.000000
546342.000000,4053895.000000,50571.000000
546342.000000,4053897.000000,50569.000000
546342.000000,4053900.000000,50575.000000
546343.000000,4053902.000000,50574.000000
546343.000000,4053904.000000,50573.000000
546343.000000,4053907.000000,50568.000000
546344.000000,4053909.000000,50561.000000
546345.000000,4053912.000000,50561.000000
546345.000000,4053914.000000,50564.000000
546345.000000,4053917.000000,50565.000000
546345.000000,4053919.000000,50566.000000
546345.000000,4053921.000000,50566.000000
546345.000000,4053924.000000,50569.000000
546345.000000,4053926.000000,50561.000000
546346.000000,4053928.000000,50560.000000
546347.000000,4053931.000000,50560.000000
546347.000000,4053933.000000,50562.000000
546347.000000,4053936.000000,50559.000000
546347.000000,4053938.000000,50557.000000
546347.000000,4053941.000000,50552.000000
546347.000000,4053943.000000,50554.000000
546347.000000,4053946.000000,50554.000000
546347.000000,4053948.000000,50556.000000
546347.000000,4053951.000000,50566.000000
546346.000000,4053953.000000,50565.000000
546346.000000,4053956.000000,50557.000000
546345.000000,4053958.000000,50559.000000
546345.000000,4053960.000000,50565.000000
546345.000000,4053963.000000,50559.000000
546345.000000,4053965.000000,50559.000000
546345.000000,4053968.000000,50555.000000
546345.000000,4053971.000000,50558.000000
546346.000000,4053973.000000,50562.000000
546346.000000,4053975.000000,50568.000000
546347.000000,4053978.000000,50560.000000
546347.000000,4053980.000000,50564.000000
546347.000000,4053983.000000,50562.000000
546348.000000,4053985.000000,50559.000000
546348.000000,4053988.000000,50557.000000
546348.000000,4053989.000000,50551.000000
546348.000000,4053990.000000,50553.000000
546348.000000,4053991.000000,50553.000000
546348.000000,4053993.000000,50556.000000
546348.000000,4053996.000000,50562.000000
546348.000000,4053998.000000,50566.000000
546347.000000,4054000.000000,50564.000000
546347.000000,4054003.000000,50559.000000
546348.000000,4054005.000000,50552.000000
546349.000000,4054007.000000,50555.000000
546349.000000,4054010.000000,50559.000000
546349.000000,4054012.000000,50568.000000
546348.000000,4054015.000000,50574.000000
546349.000000,4054017.000000,50565.000000
546348.000000,4054018.000000,50562.000000
546349.000000,4054020.000000,50558.000000
546349.000000,4054022.000000,50553.000000
546349.000000,4054023.000000,50538.000000
546349.000000,4054024.000000,50532.000000
546349.000000,4054027.000000,50534.000000
546350.000000,4054030.000000,50519.000000
546350.000000,4054033.000000,50524.000000
546351.000000,4054035.000000,50530.000000
546351.000000,4054038.000000,50546.000000
546352.000000,4054040.000000,50557.000000
546352.000000,4054042.000000,50564.000000
546352.000000,4054044.000000,50573.000000
546352.000000,4054047.000000,50574.000000
546353.000000,4054049.000000,50568.000000
546355.000000,4054051.000000,50567.000000
546355.000000,4054054.000000,50578.000000
546356.000000,4054057.000000,50579.000000
546356.000000,4054059.000000,50559.000000
546356.000000,4054062.000000,50564.000000
546356.000000,4054064.000000,50557.000000
546356.000000,4054067.000000,50560.000000
546356.000000,4054069.000000,50551.000000
546356.000000,4054072.000000,50563.000000
546356.000000,4054074.000000,50556.000000
546355.000000,4054077.000000,50565.000000
546355.000000,4054079.000000,50569.000000
546355.000000,4054081.000000,50565.000000
546356.000000,4054084.000000,50568.000000
546356.000000,4054087.000000,50567.000000
546356.000000,4054089.000000,50568.000000
546356.000000,4054092.000000,50555.000000
546356.000000,4054094.000000,50552.000000
546357.000000,4054097.000000,50552.000000
546357.000000,4054099.000000,50551.000000
546357.000000,4054102.000000,50551.000000
546357.000000,4054104.000000,50550.000000
546358.000000,4054106.000000,50546.000000
546358.000000,4054109.000000,50542.000000
546358.000000,4054111.000000,50541.000000
546357.000000,4054113.000000,50540.000000
546357.000000,4054115.000000,50544.000000
546356.000000,4054116.000000,50541.000000
546356.000000,4054115.000000,50542.000000
546355.000000,4054143.000000,50535.000000
546355.000000,4054145.000000,50532.000000
546355.000000,4054148.000000,50531.000000
546355.000000,4054151.000000,50529.000000
546354.000000,4054153.000000,50524.000000
546355.000000,4054155.000000,50526.000000
546354.000000,4054158.000000,50525.000000
546354.000000,4054160.000000,50526.000000
546354.000000,4054163.000000,50529.000000
546353.000000,4054165.000000,50527.000000
546352.000000,4054167.000000,50521.000000
546352.000000,4054170.000000,50515.000000
546351.000000,4054173.000000,50523.000000
546351.000000,4054175.000000,50523.000000
546350.000000,4054178.000000,50522.000000
546351.000000,4054180.000000,50519.000000
546351.000000,4054183.000000,50522.000000
546350.000000,4054185.000000,50526.000000
546350.000000,4054188.000000,50524.000000
546350.000000,4054190.000000,50519.000000
546350.000000,4054193.000000,50520.000000
546351.000000,4054195.000000,50515.000000
546351.000000,4054198.000000,50512.000000
546351.000000,4054200.000000,50519.000000
546351.000000,4054203.000000,50519.000000
546351.000000,4054205.000000,50516.000000
546351.000000,4054208.000000,50527.000000
546350.000000,4054210.000000,50519.000000
546350.000000,4054213.000000,50522.000000
546350.000000,4054215.000000,50515.000000
546350.000000,4054218.000000,50509.000000
546349.000000,4054220.000000,50506.000000
546349.000000,4054223.000000,50502.000000
546350.000000,4054225.000000,50503.000000
546350.000000,4054228.000000,50502.000000
546350.000000,4054230.000000,50490.000000
546350.000000,4054233.000000,50505.000000
546350.000000,4054235.000000,50512.000000
546350.000000,4054238.000000,50504.000000
546350.000000,4054240.000000,50502.000000
546350.000000,4054243.000000,50510.000000
546351.000000,4054245.000000,50505.000000
546351.000000,4054247.000000,50503.000000
546352.000000,4054250.000000,50501.000000
546352.000000,4054252.000000,50497.000000
546352.000000,4054255.000000,50492.000000
546352.000000,4054257.000000,50492.000000
546353.000000,4054260.000000,50483.000000
546353.000000,4054262.000000,50480.000000
546353.000000,4054265.000000,50476.000000
546353.000000,4054267.000000,50486.000000
546354.000000,4054270.000000,50505.000000
546354.000000,4054272.000000,50498.000000
546354.000000,4054275.000000,50494.000000
546354.000000,4054277.000000,50491.000000
546354.000000,4054278.000000,50494.000000
546354.000000,4054282.000000,50487.000000
546354.000000,4054284.000000,50490.000000
546354.000000,4054287.000000,50492.000000
546353.000000,4054289.000000,50496.000000
546353.000000,4054292.000000,50493.000000
546353.000000,4054294.000000,50496.000000
546352.000000,4054295.000000,50497.000000
546352.000000,4054297.000000,50493.000000
546352.000000,4054299.000000,50486.000000
546352.000000,4054301.000000,50463.000000
546353.000000,4054303.000000,50457.000000
546353.000000,4054306.000000,50450.000000
546354.000000,4054308.000000,50445.000000
546353.000000,4054311.000000,50450.000000
546353.000000,4054311.000000,50448.000000
546354.000000,4054315.000000,50468.000000
546355.000000,4054317.000000,50484.000000
546355.000000,4054319.000000,50486.000000
546355.000000,4054322.000000,50483.000000
546355.000000,4054324.000000,50488.000000
546355.000000,4054326.000000,50485.000000
546355.000000,4054328.000000,50492.000000
546355.000000,4054331.000000,50479.000000
546355.000000,4054334.000000,50470.000000
546355.000000,4054336.000000,50474.000000
546355.000000,4054339.000000,50485.000000
546355.000000,4054341.000000,50476.000000
546355.000000,4054343.000000,50474.000000
546356.000000,4054346.000000,50468.000000
546356.000000,4054348.000000,50464.000000
546356.000000,4054350.000000,50459.000000
546355.000000,4054353.000000,50470.000000
546355.000000,4054355.000000,50475.000000
546355.000000,4054357.000000,50474.000000
546355.000000,4054359.000000,50468.000000
546354.000000,4054362.000000,50465.000000
546355.000000,4054364.000000,50496.000000
546355.000000,4054366.000000,50471.000000
546356.000000,4054369.000000,50479.000000
546356.000000,4054371.000000,50480.000000
546356.000000,4054373.000000,50468.000000
546356.000000,4054376.000000,50477.000000
546356.000000,4054378.000000,50478.000000
546356.000000,4054380.000000,50466.000000
546355.000000,4054383.000000,50464.000000
546355.000000,4054385.000000,50466.000000
546355.000000,4054388.000000,50472.000000
546355.000000,4054390.000000,50468.000000
546355.000000,4054392.000000,50471.000000
546355.000000,4054395.000000,50472.000000
546356.000000,4054397.000000,50468.000000
546356.000000,4054399.000000,50464.000000
546356.000000,4054402.000000,50469.000000
546356.000000,4054405.000000,50467.000000
546356.000000,4054407.000000,50465.000000
546356.000000,4054410.000000,50483.000000
546356.000000,4054413.000000,50473.000000
546356.000000,4054415.000000,50476.000000
546355.000000,4054417.000000,50471.000000
546355.000000,4054420.000000,50474.000000
546355.000000,4054422.000000,50473.000000
546355.000000,4054424.000000,50470.000000
546354.000000,4054427.000000,50473.000000
546354.000000,4054429.000000,50472.000000
546354.000000,4054432.000000,50469.000000
546354.000000,4054434.000000,50471.000000
546354.000000,4054436.000000,50472.000000
546354.000000,4054438.000000,50462.000000
546355.000000,4054441.000000,50464.000000
546355.000000,4054443.000000,50466.000000
546355.000000,4054446.000000,50480.000000
546354.000000,4054448.000000,50484.000000
546353.000000,4054450.000000,50481.000000
546353.000000,4054452.000000,50486.000000
546353.000000,4054455.000000,50477.000000
546352.000000,4054457.000000,50473.000000
546351.000000,4054459.000000,50470.000000
546350.000000,4054462.000000,50468.000000
546350.000000,4054464.000000,50468.000000
546349.000000,4054466.000000,50465.000000
546349.000000,4054468.000000,50467.000000
546348.000000,4054470.000000,50463.000000
546348.000000,4054473.000000,50461.000000
546347.000000,4054475.000000,50463.000000
546346.000000,4054478.000000,50464.000000
546346.000000,4054480.000000,50462.000000
546345.000000,4054482.000000,50462.000000
546344.000000,4054485.000000,50462.000000
546344.000000,4054487.000000,50463.000000
546344.000000,4054489.000000,50466.000000
546343.000000,4054491.000000,50463.000000
546342.000000,4054494.000000,50464.000000
546342.000000,4054496.000000,50464.000000
546342.000000,4054499.000000,50464.000000
546341.000000,4054501.000000,50463.000000
546341.000000,4054504.000000,50465.000000
546341.000000,4054506.000000,50456.000000
546341.000000,4054508.000000,50459.000000
546341.000000,4054511.000000,50464.000000
546341.000000,4054512.000000,50463.000000
546341.000000,4054516.000000,50458.000000
546340.000000,4054518.000000,50468.000000
546340.000000,4054521.000000,50464.000000
546340.000000,4054523.000000,50413.000000
546340.000000,4054525.000000,50440.000000
546340.000000,4054528.000000,50457.000000
546340.000000,4054530.000000,50458.000000
546340.000000,4054532.000000,50455.000000
546340.000000,4054535.000000,50460.000000
546340.000000,4054537.000000,50460.000000
546340.000000,4054540.000000,50461.000000
546340.000000,4054542.000000,50461.000000
546339.000000,4054544.000000,50465.000000
546339.000000,4054547.000000,50468.000000
546339.000000,4054549.000000,50466.000000
546339.000000,4054551.000000,50467.000000
546339.000000,4054553.000000,50467.000000
546339.000000,4054556.000000,50463.000000
546339.000000,4054558.000000,50462.000000
546340.000000,4054560.000000,50455.000000
546340.000000,4054562.000000,50454.000000
546339.000000,4054565.000000,50456.000000
546339.000000,4054566.000000,50455.000000
546339.000000,4054569.000000,50458.000000
546339.000000,4054572.000000,50462.000000
546339.000000,4054574.000000,50466.000000
546339.000000,4054576.000000,50474.000000
546339.000000,4054578.000000,50477.000000
546339.000000,4054581.000000,50481.000000
546339.000000,4054583.000000,50481.000000
546339.000000,4054586.000000,50480.000000
546339.000000,4054588.000000,50477.000000
546340.000000,4054591.000000,50479.000000
546339.000000,4054592.000000,50481.000000
546340.000000,4054595.000000,50494.000000
546340.000000,4054597.000000,50498.000000
546340.000000,4054599.000000,50507.000000
546341.000000,4054601.000000,50497.000000
546341.000000,4054604.000000,50409.000000
546341.000000,4054606.000000,50338.000000
546342.000000,4054608.000000,50364.000000
546342.000000,4054611.000000,50387.000000
546342.000000,4054613.000000,50464.000000
546342.000000,4054616.000000,50484.000000
546342.000000,4054618.000000,50491.000000
546343.000000,4054620.000000,50484.000000
546343.000000,4054623.000000,50481.000000
546343.000000,4054625.000000,50488.000000
546342.000000,4054628.000000,50493.000000
546341.000000,4054630.000000,50495.000000
546341.000000,4054632.000000,50497.000000
546341.000000,4054635.000000,50495.000000
546341.000000,4054637.000000,50494.000000
546342.000000,4054639.000000,50494.000000
546342.000000,4054640.000000,50492.000000
546343.000000,4054644.000000,50490.000000
546343.000000,4054647.000000,50496.000000
546342.000000,4054649.000000,50499.000000
546342.000000,4054651.000000,50500.000000
546342.000000,4054654.000000,50500.000000
546342.000000,4054656.000000,50497.000000
546343.000000,4054659.000000,50499.000000
546343.000000,4054661.000000,50508.000000
546343.000000,4054663.000000,50501.000000
546343.000000,4054665.000000,50503.000000
546344.000000,4054668.000000,50514.000000
546344.000000,4054670.000000,50514.000000
546343.000000,4054673.000000,50516.000000
546343.000000,4054675.000000,50516.000000
546344.000000,4054677.000000,50516.000000
546344.000000,4054680.000000,50516.000000
546344.000000,4054681.000000,50515.000000
546344.000000,4054685.000000,50512.000000
546344.000000,4054687.000000,50512.000000
546344.000000,4054689.000000,50510.000000
546345.000000,4054691.000000,50517.000000
546346.000000,4054694.000000,50520.000000
546346.000000,4054696.000000,50522.000000
546347.000000,4054698.000000,50516.000000
546347.000000,4054701.000000,50520.000000
546348.000000,4054703.000000,50522.000000
546349.000000,4054705.000000,50525.000000
546350.000000,4054707.000000,50516.000000
546350.000000,4054709.000000,50521.000000
546351.000000,4054712.000000,50522.000000
546352.000000,4054714.000000,50522.000000
546352.000000,4054717.000000,50526.000000
546351.000000,4054719.000000,50523.000000
546351.000000,4054721.000000,50527.000000
546352.000000,4054724.000000,50521.000000
546352.000000,4054726.000000,50520.000000
546352.000000,4054729.000000,50513.000000
546352.000000,4054731.000000,50515.000000
546352.000000,4054734.000000,50524.000000
546352.000000,4054736.000000,50521.000000
546352.000000,4054739.000000,50518.000000
546352.000000,4054741.000000,50514.000000
546352.000000,4054742.000000,50518.000000
546351.000000,4054746.000000,50520.000000
546351.000000,4054748.000000,50511.000000
546350.000000,4054751.000000,50518.000000
546350.000000,4054753.000000,50514.000000
546350.000000,4054755.000000,50514.000000
546350.000000,4054758.000000,50512.000000
546350.000000,4054760.000000,50519.000000
546350.000000,4054761.000000,50519.000000
546350.000000,4054765.000000,50520.000000
546351.000000,4054767.000000,50521.000000
546351.000000,4054770.000000,50521.000000
546351.000000,4054772.000000,50518.000000
546351.000000,4054774.000000,50520.000000
546351.000000,4054777.000000,50522.000000
546352.000000,4054778.000000,50522.000000
546352.000000,4054781.000000,50526.000000
546352.000000,4054784.000000,50528.000000
546351.000000,4054786.000000,50524.000000
546351.000000,4054789.000000,50526.000000
546351.000000,4054791.000000,50514.000000
546351.000000,4054794.000000,50513.000000
546351.000000,4054796.000000,50512.000000
546351.000000,4054799.000000,50507.000000
546351.000000,4054801.000000,50495.000000
546350.000000,4054803.000000,50512.000000
546351.000000,4054805.000000,50507.000000
546350.000000,4054808.000000,50514.000000
546350.000000,4054810.000000,50515.000000
546350.000000,4054811.000000,50514.000000
546351.000000,4054815.000000,50512.000000
546351.000000,4054817.000000,50507.000000
546351.000000,4054820.000000,50511.000000
546351.000000,4054822.000000,50523.000000
546351.000000,4054824.000000,50513.000000
546351.000000,4054827.000000,50515.000000
546351.000000,4054829.000000,50495.000000
546350.000000,4054831.000000,50497.000000
546350.000000,4054832.000000,50501.000000
546349.000000,4054837.000000,50507.000000
546349.000000,4054838.000000,50516.000000
546349.000000,4054841.000000,50515.000000
546349.000000,4054843.000000,50506.000000
546349.000000,4054846.000000,50504.000000
546350.000000,4054848.000000,50508.000000
546350.000000,4054850.000000,50500.000000
546350.000000,4054852.000000,50499.000000
546350.000000,4054855.000000,50489.000000
546350.000000,4054857.000000,50491.000000
546350.000000,4054859.000000,50493.000000
546348.000000,4054862.000000,50489.000000
546348.000000,4054865.000000,50510.000000
546348.000000,4054867.000000,50503.000000
546348.000000,4054869.000000,50486.000000
546348.000000,4054872.000000,50487.000000
546348.000000,4054874.000000,50496.000000
546348.000000,4054877.000000,50501.000000
546348.000000,4054879.000000,50509.000000
546348.000000,4054882.000000,50500.000000
546349.000000,4054884.000000,50516.000000
546349.000000,4054886.000000,50512.000000
546349.000000,4054889.000000,50514.000000
546348.000000,4054891.000000,50505.000000
546349.000000,4054894.000000,50507.000000
546349.000000,4054896.000000,50484.000000
546349.000000,4054899.000000,50503.000000
546349.000000,4054900.000000,50496.000000
546349.000000,4054903.000000,50498.000000
546349.000000,4054905.000000,50503.000000
546349.000000,4054908.000000,50504.000000
546349.000000,4054910.000000,50501.000000
546348.000000,4054912.000000,50498.000000
546348.000000,4054915.000000,50499.000000
546348.000000,4054917.000000,50498.000000
546348.000000,4054919.000000,50497.000000
546347.000000,4054922.000000,50495.000000
546347.000000,4054924.000000,50501.000000
546348.000000,4054926.000000,50501.000000
546348.000000,4054929.000000,50507.000000
546348.000000,4054931.000000,50505.000000
546348.000000,4054934.000000,50503.000000
546348.000000,4054936.000000,50501.000000
546348.000000,4054938.000000,50505.000000
546347.000000,4054941.000000,50505.000000
546347.000000,4054942.000000,50501.000000
546347.000000,4054946.000000,50519.000000
546347.000000,4054948.000000,50499.000000
546347.000000,4054950.000000,50498.000000
546347.000000,4054953.000000,50479.000000
546347.000000,4054955.000000,50492.000000
546347.000000,4054958.000000,50496.000000
546347.000000,4054960.000000,50500.000000
546347.000000,4054963.000000,50502.000000
546347.000000,4054965.000000,50498.000000
546347.000000,4054968.000000,50499.000000
546346.000000,4054970.000000,50489.000000
546346.000000,4054972.000000,50489.000000
546346.000000,4054975.000000,50483.000000
546347.000000,4054977.000000,50486.000000
546347.000000,4054980.000000,50489.000000
546347.000000,4054982.000000,50494.000000
546347.000000,4054984.000000,50490.000000
546347.000000,4054987.000000,50488.000000
546346.000000,4054989.000000,50491.000000
546346.000000,4054991.000000,50493.000000
546346.000000,4054992.000000,50508.000000
546347.000000,4054995.000000,50502.000000
546348.000000,4054998.000000,50505.000000
546347.000000,4055000.000000,50500.000000
546347.000000,4055003.000000,50497.000000
546348.000000,4055005.000000,50492.000000
546347.000000,4055007.000000,50484.000000
546347.000000,4055010.000000,50499.000000
546347.000000,4055012.000000,50530.000000
546346.000000,4055014.000000,50501.000000
546346.000000,4055016.000000,50487.000000
546346.000000,4055019.000000,50492.000000
546346.000000,4055021.000000,50492.000000
546346.000000,4055023.000000,50504.000000
546346.000000,4055026.000000,50495.000000
546346.000000,4055028.000000,50494.000000
546346.000000,4055029.000000,50492.000000
546347.000000,4055033.000000,50505.000000
546347.000000,4055036.000000,50502.000000
546347.000000,4055038.000000,50502.000000
546347.000000,4055040.000000,50508.000000
546347.000000,4055043.000000,50503.000000
546347.000000,4055045.000000,50503.000000
546346.000000,4055047.000000,50503.000000
546347.000000,4055050.000000,50503.000000
546347.000000,4055052.000000,50493.000000
546348.000000,4055055.000000,50502.000000
546348.000000,4055057.000000,50497.000000
546348.000000,4055060.000000,50500.000000
546349.000000,4055062.000000,50495.000000
546350.000000,4055064.000000,50503.000000
546351.000000,4055067.000000,50499.000000
546351.000000,4055069.000000,50493.000000
546351.000000,4055072.000000,50503.000000
546352.000000,4055073.000000,50500.000000
546352.000000,4055077.000000,50503.000000
546352.000000,4055079.000000,50507.000000
546352.000000,4055082.000000,50508.000000
546352.000000,4055084.000000,50502.000000
546353.000000,4055087.000000,50502.000000
546353.000000,4055089.000000,50502.000000
546353.000000,4055091.000000,50501.000000
546352.000000,4055094.000000,50495.000000
546352.000000,4055095.000000,50504.000000
546352.000000,4055098.000000,50511.000000
546353.000000,4055101.000000,50508.000000
546352.000000,4055103.000000,50505.000000
546351.000000,4055105.000000,50501.000000
546351.000000,4055108.000000,50496.000000
546352.000000,4055110.000000,50494.000000
546352.000000,4055112.000000,50498.000000
546351.000000,4055114.000000,50497.000000
546351.000000,4055116.000000,50496.000000
546351.000000,4055119.000000,50495.000000
546352.000000,4055120.000000,50500.000000
546352.000000,4055124.000000,50470.000000
546351.000000,4055126.000000,50505.000000
546351.000000,4055128.000000,50512.000000
546351.000000,4055131.000000,50511.000000
546351.000000,4055133.000000,50507.000000
546351.000000,4055136.000000,50513.000000
546351.000000,4055139.000000,50513.000000
546351.000000,4055140.000000,50513.000000
546351.000000,4055143.000000,50510.000000
546351.000000,4055146.000000,50507.000000
546350.000000,4055149.000000,50503.000000
546349.000000,4055151.000000,50509.000000
546349.000000,4055153.000000,50516.000000
546349.000000,4055155.000000,50506.000000
546349.000000,4055158.000000,50494.000000
546349.000000,4055160.000000,50515.000000
546349.000000,4055162.000000,50514.000000
546350.000000,4055165.000000,50509.000000
546350.000000,4055167.000000,50530.000000
546350.000000,4055169.000000,50516.000000
546350.000000,4055172.000000,50515.000000
546349.000000,4055173.000000,50520.000000
546348.000000,4055176.000000,50523.000000
546349.000000,4055179.000000,50525.000000
546348.000000,4055182.000000,50517.000000
546348.000000,4055185.000000,50519.000000
546348.000000,4055187.000000,50526.000000
546348.000000,4055189.000000,50524.000000
546348.000000,4055192.000000,50523.000000
546348.000000,4055193.000000,50525.000000
546349.000000,4055197.000000,50517.000000
546349.000000,4055199.000000,50523.000000
546349.000000,4055202.000000,50535.000000
546348.000000,4055204.000000,50532.000000
546349.000000,4055207.000000,50530.000000
546349.000000,4055208.000000,50531.000000
546348.000000,4055211.000000,50535.000000
546348.000000,4055214.000000,50540.000000
546348.000000,4055216.000000,50540.000000
546348.000000,4055219.000000,50538.000000
546348.000000,4055221.000000,50534.000000
546349.000000,4055223.000000,50538.000000
546349.000000,4055226.000000,50543.000000
546350.000000,4055228.000000,50542.000000
546351.000000,4055230.000000,50544.000000
546351.000000,4055233.000000,50546.000000
546352.000000,4055235.000000,50539.000000
546352.000000,4055238.000000,50544.000000
546351.000000,4055241.000000,50546.000000
546351.000000,4055243.000000,50545.000000
546350.000000,4055245.000000,50542.000000
546350.000000,4055247.000000,50548.000000
546349.000000,4055250.000000,50553.000000
546349.000000,4055253.000000,50550.000000
546349.000000,4055255.000000,50554.000000
546348.000000,4055257.000000,50559.000000
546347.000000,4055260.000000,50559.000000
546347.000000,4055262.000000,50557.000000
546347.000000,4055265.000000,50551.000000
546347.000000,4055267.000000,50548.000000
546347.000000,4055269.000000,50556.000000
546347.000000,4055272.000000,50558.000000
546347.000000,4055273.000000,50565.000000
546347.000000,4055277.000000,50566.000000
546346.000000,4055279.000000,50562.000000
546346.000000,4055281.000000,50559.000000
546346.000000,4055284.000000,50552.000000
546346.000000,4055285.000000,50551.000000
546343.000000,4055290.000000,50565.000000
546342.000000,4055292.000000,50563.000000
546344.000000,4055321.000000,50563.000000
546344.000000,4055323.000000,50569.000000
546345.000000,4055325.000000,50573.000000
546344.000000,4055328.000000,50582.000000
546344.000000,4055330.000000,50592.000000
546345.000000,4055333.000000,50587.000000
546344.000000,4055335.000000,50591.000000
546344.000000,4055337.000000,50579.000000
546343.000000,4055340.000000,50571.000000
546343.000000,4055341.000000,50576.000000
546343.000000,4055345.000000,50583.000000
546343.000000,4055347.000000,50585.000000
546343.000000,4055349.000000,50592.000000
546343.000000,4055352.000000,50587.000000
546343.000000,4055354.000000,50584.000000
546343.000000,4055357.000000,50592.000000
546343.000000,4055359.000000,50606.000000
546344.000000,4055361.000000,50568.000000
546343.000000,4055364.000000,50568.000000
546344.000000,4055365.000000,50584.000000
546344.000000,4055369.000000,50576.000000
546344.000000,4055371.000000,50552.000000
546344.000000,4055372.000000,50572.000000
546344.000000,4055376.000000,50586.000000
546343.000000,4055378.000000,50582.000000
546343.000000,4055380.000000,50580.000000
546343.000000,4055383.000000,50580.000000
546343.000000,4055384.000000,50576.000000
546342.000000,4055387.000000,50579.000000
546343.000000,4055388.000000,50579.000000
546342.000000,4055392.000000,50573.000000
546342.000000,4055393.000000,50576.000000
546342.000000,4055396.000000,50577.000000
546342.000000,4055399.000000,50584.000000
546341.000000,4055401.000000,50580.000000
546342.000000,4055404.000000,50572.000000
546342.000000,4055406.000000,50571.000000
546342.000000,4055407.000000,50578.000000
546341.000000,4055411.000000,50573.000000
546341.000000,4055413.000000,50574.000000
546341.000000,4055416.000000,50564.000000
546341.000000,4055418.000000,50560.000000
546341.000000,4055420.000000,50555.000000
546341.000000,4055423.000000,50570.000000
546340.000000,4055425.000000,50573.000000
546340.000000,4055428.000000,50576.000000
546340.000000,4055429.000000,50575.000000
546340.000000,4055433.000000,50567.000000
546340.000000,4055435.000000,50572.000000
546340.000000,4055437.000000,50563.000000
546340.000000,4055440.000000,50565.000000
546340.000000,4055441.000000,50565.000000
546339.000000,4055445.000000,50562.000000
546339.000000,4055447.000000,50565.000000
546339.000000,4055449.000000,50565.000000
546339.000000,4055452.000000,50571.000000
546339.000000,4055453.000000,50576.000000
546338.000000,4055457.000000,50563.000000
546338.000000,4055459.000000,50567.000000
546339.000000,4055461.000000,50567.000000
546339.000000,4055464.000000,50571.000000
546339.000000,4055465.000000,50575.000000
546340.000000,4055469.000000,50571.000000
546340.000000,4055471.000000,50566.000000
546340.000000,4055474.000000,50565.000000
546340.000000,4055476.000000,50562.000000
546341.000000,4055478.000000,50571.000000
546342.000000,4055480.000000,50572.000000
546342.000000,4055482.000000,50566.000000
546342.000000,4055485.000000,50564.000000
546342.000000,4055487.000000,50566.000000
546342.000000,4055489.000000,50566.000000
546342.000000,4055492.000000,50566.000000
546342.000000,4055494.000000,50561.000000
546342.000000,4055497.000000,50566.000000
546342.000000,4055499.000000,50567.000000
546343.000000,4055501.000000,50570.000000
546343.000000,4055503.000000,50575.000000
546343.000000,4055504.000000,50576.000000
546343.000000,4055506.000000,50573.000000
546343.000000,4055506.000000,50571.000000
546340.000000,4055505.000000,50559.000000
546338.000000,4055505.000000,50562.000000
546336.000000,4055505.000000,50561.000000
546333.000000,4055504.000000,50563.000000
546331.000000,4055504.000000,50562.000000
546329.000000,4055504.000000,50563.000000
546327.000000,4055503.000000,50559.000000
546324.000000,4055503.000000,50564.000000
546322.000000,4055504.000000,50559.000000
546320.000000,4055505.000000,50561.000000
546318.000000,4055504.000000,50560.000000
546316.000000,4055504.000000,50563.000000
546314.000000,4055503.000000,50565.000000
546311.000000,4055503.000000,50556.000000
546309.000000,4055503.000000,50556.000000
546307.000000,4055503.000000,50564.000000
546305.000000,4055502.000000,50568.000000
546302.000000,4055502.000000,50561.000000
546299.000000,4055504.000000,50568.000000
546297.000000,4055504.000000,50570.000000
546295.000000,4055504.000000,50572.000000
546292.000000,4055503.000000,50565.000000
546290.000000,4055503.000000,50565.000000
546288.000000,4055504.000000,50572.000000
546285.000000,4055504.000000,50566.000000
546283.000000,4055503.000000,50564.000000
546281.000000,4055503.000000,50564.000000
546278.000000,4055502.000000,50568.000000
546276.000000,4055503.000000,50575.000000
546274.000000,4055504.000000,50573.000000
546271.000000,4055504.000000,50568.000000
546269.000000,4055505.000000,50570.000000
546267.000000,4055504.000000,50555.000000
546264.000000,4055504.000000,50560.000000
546262.000000,4055505.000000,50571.000000
546260.000000,4055505.000000,50569.000000
546258.000000,4055505.000000,50560.000000
546255.000000,4055505.000000,50564.000000
546253.000000,4055504.000000,50567.000000
546251.000000,4055504.000000,50575.000000
546249.000000,4055504.000000,50565.000000
546247.000000,4055505.000000,50567.000000
546245.000000,4055505.000000,50572.000000
